Student_ID,Study_Hours,Attendance,Rest_Hours,Parental_Involvement,Access_to_Resources
1665,28,81,9.0,High,Medium
1666,20,79,9.0,High,Medium
1667,14,78,9.0,High,High
1668,17,91,8.0,Medium,Low
1669,25,81,9.0,Low,Medium
1670,23,73,,High,High
1671,19,70,9.0,High,Medium
1672,18,62,9.0,Medium,Low
1673,18,83,6.0,High,Medium
1674,14,69,6.0,Low,Medium
1675,30,66,7.0,Medium,High
1676,18,86,10.0,Low,Medium
1677,27,87,8.0,Medium,Medium
1678,29,90,8.0,High,Medium
1679,26,80,5.0,Medium,Medium
1680,17,96,8.0,High,Medium
1681,22,97,8.0,Medium,Medium
1682,20,92,5.0,Medium,High
1683,15,85,8.0,High,High
1684,22,72,6.0,Low,Low
1685,13,99,7.0,High,Medium
1686,27,71,9.0,Medium,Low
1687,17,68,8.0,Medium,Medium
1688,21,78,7.0,Medium,Low
1689,22,62,7.0,High,Medium
1690,18,99,7.0,Medium,Medium
1691,24,84,8.0,Medium,Medium
1692,17,82,6.0,High,High
1693,25,86,10.0,Medium,Medium
1694,12,80,6.0,High,Medium
1695,21,61,,Medium,Medium
1696,32,84,9.0,Low,Medium
1697,14,89,7.0,Medium,High
1698,16,77,8.0,Medium,Medium
1699,23,90,9.0,Medium,High
1700,21,69,7.0,Medium,Medium
1701,22,69,8.0,Low,Medium
1702,23,66,9.0,Medium,Low
1703,24,75,10.0,Medium,High
1704,27,94,7.0,Medium,Low
1705,22,93,7.0,Medium,High
1706,19,75,9.0,High,Medium
1707,24,84,,Low,Medium
1708,31,89,8.0,Medium,Medium
1709,19,70,10.0,Medium,Low
1710,14,67,5.0,Medium,Low
1711,27,99,6.0,Medium,High
1712,19,85,5.0,High,Medium
1713,7,99,10.0,High,Medium
1714,25,74,9.0,High,Low
1715,17,88,6.0,Low,Low
1716,19,69,8.0,Medium,Medium
1717,22,70,8.0,High,Medium
1718,21,80,5.0,Medium,High
1719,24,73,8.0,High,Medium
1720,17,67,6.0,Medium,High
1721,23,71,9.0,High,Low
1722,18,61,6.0,High,Low
1723,24,88,8.0,Medium,Low
1724,24,80,10.0,Low,High
1725,14,64,9.0,Medium,High
1726,27,67,9.0,High,Low
1727,17,64,8.0,High,Low
1728,25,85,6.0,Low,Medium
1729,22,64,7.0,Medium,High
1730,31,90,8.0,High,High
1731,19,61,,Medium,Medium
1732,18,70,6.0,High,Medium
1733,20,96,9.0,High,High
1734,18,89,6.0,High,Medium
1735,25,63,10.0,Low,Medium
1736,10,93,8.0,Low,Medium
1737,14,80,9.0,Low,Medium
1738,14,94,9.0,High,High
1739,26,84,11.0,Medium,High
1740,30,87,8.0,Low,Medium
1741,19,100,7.0,Medium,Low
1742,19,69,7.0,Medium,High
1743,20,85,10.0,High,Medium
1744,27,78,6.0,High,Low
1745,14,62,7.0,Medium,Medium
1746,21,61,8.0,Low,Medium
1747,26,65,8.0,High,Low
1748,23,86,9.0,Medium,Medium
1749,21,83,6.0,Medium,Low
1750,26,82,8.0,Low,High
1751,4,61,8.0,Low,High
1752,24,79,6.0,Low,High
1753,16,97,9.0,Medium,Medium
1754,9,76,8.0,Medium,Medium
1755,23,85,8.0,Low,High
1756,28,91,7.0,Medium,High
1757,19,91,,High,Low
1758,26,81,6.0,Low,Medium
1759,30,94,9.0,Medium,Medium
1760,28,76,10.0,Medium,Medium
1761,30,96,11.0,High,Medium
1762,24,70,9.0,Medium,High
1763,20,71,7.0,High,Medium
1764,10,62,7.0,Medium,Medium
1765,19,92,9.0,Medium,High
1766,15,77,8.0,Low,Medium
1767,33,69,8.0,Medium,High
1768,19,69,8.0,Medium,Low
1769,21,96,10.0,Medium,High
1770,23,93,7.0,Medium,Low
1771,20,82,10.0,Medium,High
1772,30,85,8.0,High,Low
1773,16,79,7.0,High,Medium
1774,21,76,7.0,Low,Medium
1775,16,97,8.0,Medium,Medium
1776,12,65,9.0,Medium,Medium
1777,16,77,7.0,Low,High
1778,20,74,9.0,Medium,Medium
1779,17,80,7.0,Medium,Medium
1780,16,78,8.0,Medium,Low
1781,12,81,6.0,High,High
1782,20,66,9.0,Low,Medium
1783,11,81,8.0,Low,High
1784,25,70,10.0,Medium,Medium
1785,20,67,9.0,High,Low
1786,11,63,8.0,High,Medium
1787,18,91,10.0,Low,High
1788,15,77,9.0,Medium,Medium
1789,22,85,10.0,Medium,High
1790,28,89,7.0,Medium,Low
1791,9,87,9.0,Medium,Medium
1792,21,79,9.0,High,High
1793,19,76,6.0,Medium,Low
1794,24,75,10.0,Medium,Low
1795,21,86,6.0,High,High
1796,15,80,6.0,High,Medium
1797,18,94,5.0,Medium,Medium
1798,15,95,9.0,Medium,Medium
1799,26,67,6.0,Medium,High
1800,20,65,7.0,Medium,High
1801,31,85,9.0,High,Medium
1802,20,72,8.0,High,Medium
1803,16,61,7.0,High,Medium
1804,11,96,6.0,Medium,High
1805,9,69,8.0,High,Medium
1806,10,97,9.0,Low,High
1807,22,89,9.0,Low,Medium
1808,23,91,,Medium,Low
1809,11,68,7.0,Medium,Medium
1810,25,69,6.0,High,Low
1811,17,81,8.0,Medium,High
1812,21,67,8.0,Medium,High
1813,30,72,8.0,Medium,Low
1814,25,73,7.0,High,Medium
1815,18,66,5.0,Medium,High
1816,15,68,6.0,Medium,Medium
1817,7,92,9.0,High,Medium
1818,16,67,8.0,Medium,Medium
1819,19,61,9.0,Low,High
1820,14,85,9.0,Medium,Medium
1821,19,99,9.0,Low,High
1822,20,73,9.0,High,High
1823,19,65,8.0,Medium,High
1824,16,83,8.0,High,High
1825,21,96,5.0,Medium,High
1826,23,91,7.0,High,Low
1827,13,85,7.0,Low,Medium
1828,28,73,8.0,Low,Low
1829,19,82,7.0,Low,Low
1830,20,64,9.0,Medium,Low
1831,24,87,7.0,Low,Medium
1832,21,89,10.0,Medium,Low
1833,26,99,7.0,Medium,Medium
1834,22,70,7.0,Medium,High
1835,16,61,7.0,Medium,High
1836,22,82,7.0,Low,High
1837,13,88,10.0,High,Medium
1838,21,92,8.0,Medium,Medium
1839,20,68,8.0,High,Medium
1840,19,70,,Medium,Medium
1841,19,81,,High,Medium
1842,9,73,8.0,Medium,Low
1843,17,94,8.0,High,Medium
1844,21,79,8.0,Low,High
1845,21,92,10.0,High,High
1846,14,83,8.0,High,Medium
1847,28,91,6.0,Low,Medium
1848,15,73,8.0,Medium,Medium
1849,26,93,7.0,High,Low
1850,23,71,9.0,Medium,High
1851,16,82,8.0,Low,High
1852,31,69,10.0,Medium,Low
1853,13,79,7.0,Low,Low
1854,26,73,8.0,High,Medium
1855,26,71,6.0,Low,Medium
1856,16,99,8.0,Low,High
1857,28,66,6.0,Medium,High
1858,18,91,8.0,Medium,Medium
1859,22,99,,High,Low
1860,22,61,8.0,Low,High
1861,19,88,9.0,Low,Medium
1862,25,70,8.0,Medium,Medium
1863,25,62,6.0,High,Medium
1864,10,76,7.0,Medium,Low
1865,28,97,8.0,Medium,Medium
1866,10,60,8.0,Medium,Medium
1867,26,84,8.0,Medium,Medium
1868,27,80,10.0,Medium,Low
1869,13,95,8.0,Medium,Medium
1870,18,63,9.0,High,High
1871,13,87,5.0,High,Medium
1872,19,87,9.0,High,High
1873,18,87,11.0,Medium,Low
1874,25,98,10.0,Medium,Medium
1875,28,93,7.0,Low,High
1876,28,62,11.0,High,Medium
1877,17,79,8.0,Medium,Medium
1878,19,76,8.0,High,Low
1879,10,72,8.0,Medium,Low
1880,15,78,8.0,High,High
1881,26,75,5.0,Medium,Low
1882,30,77,9.0,Medium,Low
1883,13,99,8.0,Medium,Medium
1884,16,64,8.0,High,Medium
1885,20,97,8.0,High,High
1886,22,79,7.0,High,Medium
1887,15,85,8.0,Low,Medium
1888,23,93,10.0,High,Low
1889,17,74,9.0,Medium,Medium
1890,20,77,8.0,Medium,Low
1891,23,76,8.0,Low,Medium
1892,20,75,8.0,Low,Medium
1893,17,97,7.0,Low,High
1894,19,93,8.0,High,High
1895,19,64,9.0,Medium,Medium
1896,18,64,8.0,Low,Low
1897,18,77,7.0,Medium,Medium
1898,30,64,8.0,Medium,Medium
1899,23,85,9.0,Low,High
1900,18,66,6.0,Low,High
1901,24,81,7.0,Low,Medium
1902,18,60,6.0,Medium,Medium
1903,27,73,8.0,Low,Medium
1904,22,87,9.0,Medium,Medium
1905,19,79,10.0,Low,Medium
1906,23,99,10.0,Low,Medium
1907,11,95,7.0,Medium,Medium
1908,13,74,8.0,Low,Low
1909,13,62,7.0,Low,Medium
1910,21,94,10.0,Medium,Medium
1911,30,96,10.0,Medium,High
1912,33,93,8.0,High,High
1913,24,65,7.0,Low,High
1914,23,100,5.0,High,Low
1915,9,70,6.0,High,Medium
1916,17,89,5.0,High,Medium
1917,15,96,6.0,Medium,High
1918,16,69,11.0,High,Medium
1919,19,96,,Low,Low
1920,17,72,,Low,Medium
1921,8,99,7.0,Low,High
1922,24,71,11.0,High,High
1923,14,98,8.0,Medium,Medium
1924,21,62,9.0,High,High
1925,32,88,8.0,Medium,Low
1926,14,81,5.0,High,Medium
1927,5,79,10.0,High,High
1928,18,69,9.0,High,Medium
1929,27,88,8.0,Medium,Low
1930,32,68,11.0,High,High
1931,13,82,7.0,High,Medium
1932,23,70,8.0,Medium,High
1933,17,98,7.0,Medium,Low
1934,19,61,10.0,High,Medium
1935,36,68,9.0,Medium,Medium
1936,11,70,8.0,High,High
1937,22,77,6.0,Low,Medium
1938,23,69,7.0,Medium,Medium
1939,27,80,6.0,Low,Low
1940,21,95,10.0,Medium,High
1941,22,88,6.0,Medium,Medium
1942,18,83,10.0,High,Low
1943,22,64,10.0,Low,Medium
1944,18,88,7.0,High,Medium
1945,24,67,7.0,High,Low
1946,18,91,7.0,Medium,Low
1947,22,70,9.0,Medium,High
1948,20,77,10.0,Medium,Low
1949,27,74,10.0,Medium,Low
1950,20,94,7.0,Low,Medium
1951,9,65,10.0,Medium,High
1952,28,83,10.0,High,Low
1953,15,66,8.0,Low,High
1954,16,88,8.0,Medium,High
1955,16,96,10.0,High,Medium
1956,28,77,10.0,High,Medium
1957,7,80,10.0,High,Medium
1958,39,97,11.0,High,High
1959,26,81,9.0,Medium,High
1960,21,80,8.0,High,High
1961,20,83,10.0,High,Medium
1962,22,88,11.0,Medium,Medium
1963,23,64,7.0,Medium,Low
1964,24,93,8.0,Medium,Medium
1965,23,77,,Medium,Medium
1966,21,63,9.0,Medium,Low
1967,19,91,9.0,Medium,Low
1968,19,75,7.0,Medium,Low
1969,19,64,10.0,Medium,Medium
1970,27,85,7.0,Low,High
1971,24,95,7.0,High,Medium
1972,2,96,10.0,Low,High
1973,24,98,7.0,Low,Low
1974,21,95,,Medium,Low
1975,20,60,9.0,Medium,Medium
1976,18,75,8.0,Low,Medium
1977,27,93,10.0,Medium,Medium
1978,26,75,9.0,High,High
1979,15,84,5.0,Medium,Medium
1980,22,84,10.0,Medium,Medium
1981,14,75,11.0,Low,Low
1982,12,96,10.0,Medium,Low
1983,16,80,10.0,High,Low
1984,25,79,8.0,Medium,Medium
1985,26,100,7.0,High,Medium
1986,23,80,8.0,Medium,Low
1987,24,67,9.0,High,Medium
1988,23,81,9.0,High,Medium
1989,16,93,7.0,High,Low
1990,23,91,7.0,High,Medium
1991,25,92,6.0,Medium,High
1992,25,88,9.0,High,Medium
1993,27,70,7.0,Medium,Medium
1994,24,94,8.0,High,Low
1995,22,96,11.0,Low,High
1996,26,68,9.0,Medium,High
1997,20,65,8.0,High,Medium
1998,15,99,9.0,Low,Medium
1999,19,95,10.0,Medium,Medium
2000,16,96,6.0,High,Medium
2001,16,95,7.0,Medium,Low
2002,19,82,8.0,Medium,Medium
2003,15,86,7.0,Medium,Low
2004,18,82,8.0,Medium,Medium
2005,9,62,6.0,Low,High
2006,21,90,9.0,Low,Medium
2007,20,80,7.0,Low,Low
2008,15,86,8.0,Medium,Medium
2009,24,80,8.0,Medium,High
2010,26,80,9.0,High,Low
2011,10,67,5.0,Medium,Medium
2012,15,71,9.0,High,High
2013,15,66,8.0,Low,Medium
2014,14,68,9.0,Medium,Medium
2015,25,99,6.0,Medium,Low
2016,19,66,9.0,High,High
2017,18,71,10.0,High,High
2018,8,84,8.0,High,High
2019,24,84,7.0,Low,High
2020,13,66,7.0,High,Medium
2021,20,92,9.0,Medium,High
2022,22,91,9.0,High,Medium
2023,28,69,9.0,Medium,High
2024,12,72,8.0,Medium,Low
2025,2,98,,Low,High
2026,21,93,8.0,Medium,Low
2027,31,88,7.0,Medium,Low
2028,27,63,9.0,Low,Medium
2029,21,77,8.0,Low,Medium
2030,17,82,10.0,High,Low
2031,25,67,10.0,Medium,High
2032,14,78,8.0,High,Medium
2033,23,84,9.0,High,High
2034,23,73,7.0,High,High
2035,26,91,8.0,High,Medium
2036,37,94,9.0,High,Medium
2037,22,73,6.0,Medium,Low
2038,17,94,9.0,Low,Medium
2039,20,64,7.0,Medium,Medium
2040,9,94,7.0,Medium,Medium
2041,16,66,7.0,Low,Medium
2042,18,63,8.0,Medium,Low
2043,17,86,6.0,Medium,Medium
2044,21,79,9.0,High,Low
2045,15,96,8.0,Medium,High
2046,27,75,11.0,Medium,Low
2047,20,71,8.0,Medium,Medium
2048,20,80,9.0,Medium,Low
2049,18,78,7.0,High,High
2050,21,74,6.0,Low,Medium
2051,25,88,9.0,Medium,Low
2052,15,90,6.0,Medium,Medium
2053,16,94,9.0,Medium,High
2054,18,99,,Medium,High
2055,12,71,9.0,Medium,Medium
2056,15,89,9.0,Medium,High
2057,17,76,8.0,Medium,Low
2058,25,87,7.0,High,Low
2059,22,79,8.0,Medium,Medium
2060,21,100,7.0,Medium,Medium
2061,25,89,6.0,Medium,High
2062,19,98,8.0,Low,High
2063,22,93,10.0,High,Low
2064,19,96,6.0,Medium,Medium
2065,22,93,10.0,High,Medium
2066,17,78,10.0,Medium,Medium
2067,5,70,9.0,High,High
2068,19,75,9.0,Medium,High
2069,29,61,8.0,Low,Medium
2070,26,81,8.0,Low,Medium
2071,26,80,7.0,Medium,High
2072,27,81,8.0,Medium,Medium
2073,21,99,8.0,Medium,High
2074,21,96,11.0,High,Low
2075,16,66,9.0,Medium,Medium
2076,18,75,8.0,Medium,Low
2077,24,77,8.0,High,Medium
2078,27,74,7.0,Medium,Medium
2079,19,92,7.0,High,Medium
2080,17,81,9.0,Medium,High
2081,20,83,,Medium,Medium
2082,24,94,7.0,Low,Medium
2083,11,92,7.0,High,High
2084,6,65,7.0,High,High
2085,17,89,10.0,High,Low
2086,13,77,8.0,Medium,High
2087,17,72,8.0,High,High
2088,19,62,8.0,Medium,Medium
2089,17,79,8.0,Medium,Medium
2090,29,74,7.0,High,Medium
2091,22,70,6.0,Low,Medium
2092,22,88,10.0,Medium,Medium
2093,24,91,9.0,Medium,Medium
2094,13,70,9.0,High,High
2095,26,62,9.0,Medium,Medium
2096,20,94,11.0,Medium,Medium
2097,24,60,7.0,High,High
2098,14,97,6.0,Medium,Medium
2099,11,85,9.0,Medium,Medium
2100,25,73,6.0,Medium,Medium
2101,22,70,8.0,High,Low
2102,15,60,8.0,Low,High
2103,15,69,9.0,Medium,Medium
2104,27,66,7.0,Low,High
2105,13,84,10.0,Medium,Medium
2106,30,67,7.0,Medium,High
2107,15,81,9.0,Medium,Medium
2108,24,84,7.0,Medium,Medium
2109,18,72,9.0,High,High
2110,24,61,6.0,High,Medium
2111,17,61,8.0,High,Medium
2112,19,61,10.0,Medium,Low
2113,20,90,,Low,Medium
2114,14,73,10.0,Medium,High
2115,24,92,8.0,High,High
2116,17,77,7.0,Medium,Medium
2117,19,78,8.0,High,High
2118,14,81,9.0,Low,Medium
2119,5,89,5.0,Medium,Medium
2120,19,71,9.0,Medium,Medium
2121,34,65,7.0,Medium,Medium
2122,25,82,6.0,Medium,Medium
2123,20,73,9.0,Medium,Medium
2124,18,78,10.0,Medium,High
2125,20,86,8.0,Medium,Low
2126,23,80,6.0,Low,Low
2127,13,85,7.0,High,Low
2128,27,82,7.0,Medium,Medium
2129,24,90,8.0,Medium,Medium
2130,24,88,8.0,Medium,Low
2131,23,81,9.0,High,Medium
2132,20,87,,Medium,Medium
2133,24,95,9.0,High,High
2134,24,77,9.0,Medium,High
2135,18,77,8.0,Medium,Medium
2136,17,91,11.0,Medium,Low
2137,21,83,9.0,Medium,Low
2138,29,63,9.0,Medium,High
2139,13,96,,Medium,Medium
2140,11,61,8.0,Medium,Low
2141,21,90,7.0,Medium,Medium
2142,20,90,10.0,High,High
2143,21,98,10.0,Medium,Medium
2144,21,62,8.0,Medium,Medium
2145,19,84,11.0,High,Medium
2146,29,77,8.0,Medium,Medium
2147,10,73,9.0,Low,High
2148,15,64,10.0,High,High
2149,19,83,8.0,Medium,High
2150,10,79,9.0,High,Medium
2151,19,64,10.0,Low,Medium
2152,30,84,7.0,Low,Medium
2153,20,90,7.0,Low,Medium
2154,21,91,10.0,Medium,High
2155,12,96,8.0,Low,Medium
2156,16,76,7.0,Low,Medium
2157,18,98,8.0,High,High
2158,18,95,9.0,High,High
2159,28,72,6.0,High,Medium
2160,23,66,9.0,High,Low
2161,13,77,9.0,Medium,Medium
2162,21,76,10.0,High,High
2163,23,83,8.0,Medium,Medium
2164,27,83,10.0,Medium,High
2165,29,90,8.0,High,Low
2166,14,80,8.0,Medium,Medium
2167,15,64,8.0,High,Medium
2168,12,94,11.0,Medium,Medium
2169,19,72,,Low,High
2170,23,99,9.0,Low,Medium
2171,26,65,8.0,Low,Medium
2172,20,98,8.0,High,Medium
2173,18,64,9.0,High,High
2174,21,69,10.0,Medium,Medium
2175,15,62,9.0,Medium,High
2176,33,88,10.0,Medium,Low
2177,10,94,8.0,High,Medium
2178,21,77,8.0,Medium,Low
2179,32,97,6.0,High,Low
2180,20,84,11.0,Medium,Medium
2181,19,85,8.0,High,High
2182,18,94,8.0,Medium,Low
2183,19,72,9.0,Medium,Medium
2184,28,74,,Medium,Medium
2185,7,96,7.0,High,Medium
2186,29,96,10.0,High,High
2187,11,99,8.0,Medium,High
2188,18,96,10.0,Medium,Low
2189,17,65,7.0,High,Medium
2190,24,93,9.0,High,Medium
2191,10,76,8.0,Medium,Medium
2192,23,100,6.0,Low,Medium
2193,32,79,6.0,Low,High
2194,12,82,7.0,High,Medium
2195,21,81,9.0,Low,Medium
2196,16,73,5.0,Medium,Medium
2197,23,63,9.0,Medium,Medium
2198,20,96,8.0,Medium,Medium
2199,16,92,5.0,Medium,Medium
2200,23,66,7.0,Medium,High
2201,31,91,7.0,Medium,Medium
2202,19,85,8.0,High,Medium
2203,24,76,10.0,High,High
2204,12,70,10.0,Low,High
2205,14,94,7.0,Low,Medium
2206,23,88,7.0,Medium,Medium
2207,29,82,6.0,High,High
2208,22,84,7.0,High,Medium
2209,18,64,7.0,High,Medium
2210,20,79,8.0,High,Low
2211,12,68,,Medium,High
2212,24,68,7.0,Low,Low
2213,25,86,7.0,Medium,Low
2214,17,96,7.0,High,Medium
2215,17,76,7.0,Medium,High
2216,22,68,10.0,High,Medium
2217,17,86,9.0,High,High
2218,20,95,9.0,High,Medium
2219,33,90,10.0,Low,Medium
2220,19,95,9.0,Low,High
2221,18,81,10.0,High,Low
2222,16,90,9.0,Low,High
2223,24,66,8.0,Low,High
2224,19,74,7.0,High,High
2225,16,76,7.0,High,High
2226,28,80,9.0,Medium,High
2227,29,97,8.0,High,Medium
2228,16,95,6.0,Low,Medium
2229,9,65,5.0,Medium,Medium
2230,26,67,11.0,Medium,Low
2231,16,74,7.0,High,High
2232,25,72,7.0,Low,Low
2233,8,85,10.0,Medium,Low
2234,25,96,6.0,Medium,High
2235,13,98,9.0,High,High
2236,24,86,11.0,Medium,High
2237,20,94,11.0,Medium,High
2238,14,81,7.0,Low,Medium
2239,18,68,8.0,Medium,High
2240,24,81,7.0,Medium,Medium
2241,21,82,8.0,High,High
2242,24,90,10.0,Medium,Low
2243,32,69,6.0,High,High
2244,11,75,9.0,Medium,Medium
2245,30,75,8.0,Medium,Medium
2246,21,98,,Medium,High
2247,15,78,10.0,Medium,High
2248,12,90,7.0,High,High
2249,19,90,8.0,High,Low
2250,26,71,9.0,Medium,Low
2251,19,83,9.0,Low,Low
2252,29,96,5.0,Low,Low
2253,11,79,9.0,Medium,Medium
2254,20,98,10.0,High,High
2255,12,69,8.0,High,Medium
2256,22,63,9.0,Medium,High
2257,25,96,10.0,Low,Medium
2258,17,94,8.0,Medium,Medium
2259,4,100,9.0,High,Low
2260,21,87,8.0,Medium,High
2261,23,97,8.0,Medium,High
2262,22,93,7.0,Medium,Medium
2263,27,94,8.0,Low,Medium
2264,14,83,11.0,Medium,Medium
2265,24,75,7.0,High,High
2266,27,97,9.0,High,High
2267,9,77,8.0,Medium,Medium
2268,22,82,10.0,Low,Medium
2269,17,78,,Medium,Low
2270,20,83,7.0,High,Low
2271,22,79,7.0,Low,Low
2272,17,62,7.0,High,Low
2273,16,95,7.0,High,Low
2274,20,78,7.0,Medium,Medium
2275,13,84,9.0,Medium,Medium
2276,13,66,7.0,High,Medium
2277,24,60,7.0,Medium,Medium
2278,13,70,7.0,Low,Medium
2279,24,88,9.0,Low,Medium
2280,23,64,8.0,Low,Medium
2281,10,96,8.0,High,High
2282,16,69,7.0,Medium,High
2283,27,68,6.0,Medium,Medium
2284,14,67,10.0,High,Low
2285,17,61,8.0,Medium,High
2286,23,91,11.0,High,High
2287,25,95,9.0,Medium,Low
2288,18,85,11.0,Medium,Low
2289,16,68,9.0,Medium,High
2290,29,71,8.0,High,Medium
2291,30,79,7.0,High,High
2292,26,98,7.0,Low,Medium
2293,21,70,10.0,High,High
2294,15,89,8.0,High,Low
2295,15,78,9.0,Low,Medium
2296,23,72,9.0,Low,High
2297,23,78,9.0,Medium,Medium
2298,28,63,7.0,Medium,Low
2299,24,92,10.0,Medium,High
2300,11,70,8.0,Medium,Low
2301,26,89,8.0,Medium,Low
2302,14,63,9.0,Medium,Medium
2303,18,98,8.0,Low,Medium
2304,22,68,5.0,Medium,High
2305,32,95,10.0,Medium,High
2306,39,92,10.0,Medium,Medium
2307,24,99,5.0,High,Medium
2308,19,79,6.0,Low,Medium
2309,23,89,11.0,Low,High
2310,25,75,8.0,Low,High
2311,18,67,8.0,Medium,High
2312,31,78,7.0,High,High
2313,21,67,6.0,Medium,Medium
2314,23,99,8.0,Medium,Medium
2315,24,64,9.0,Medium,Medium
2316,23,84,8.0,Medium,Low
2317,25,85,9.0,Medium,Low
2318,16,82,11.0,Medium,High
2319,17,86,7.0,Low,Medium
2320,13,65,8.0,High,Medium
2321,23,82,10.0,Medium,Medium
2322,25,71,7.0,Medium,High
2323,23,98,8.0,Medium,Low
2324,30,90,11.0,High,Medium
2325,20,99,7.0,Low,Medium
2326,24,62,10.0,Low,High
2327,13,71,8.0,Medium,Medium
2328,18,68,11.0,Medium,High
2329,24,60,6.0,Medium,Medium
2330,25,70,8.0,High,High
2331,18,87,6.0,Medium,High
2332,20,69,7.0,High,Medium
2333,11,80,7.0,Medium,Medium
2334,18,96,8.0,High,Medium
2335,25,88,6.0,Medium,High
2336,23,76,8.0,Medium,Medium
2337,23,75,9.0,High,Medium
2338,20,78,6.0,Low,Medium
2339,20,67,7.0,High,High
2340,16,85,11.0,Medium,Low
2341,24,75,8.0,High,Low
2342,23,94,5.0,Medium,Low
2343,23,90,6.0,High,Medium
2344,17,84,8.0,Low,Medium
2345,7,75,8.0,Medium,High
2346,27,68,,High,Medium
2347,17,91,11.0,High,Low
2348,15,79,11.0,Low,Medium
2349,24,69,8.0,Medium,High
2350,18,68,9.0,Medium,Medium
2351,26,67,9.0,Low,High
2352,24,91,10.0,Medium,Low
2353,24,69,7.0,High,Low
2354,12,81,11.0,Medium,High
2355,27,78,8.0,Medium,Medium
2356,22,83,9.0,High,High
2357,18,95,8.0,Low,High
2358,21,95,,Medium,Medium
2359,9,78,8.0,High,Medium
2360,22,61,6.0,High,Medium
2361,14,77,5.0,High,High
2362,12,84,8.0,High,Medium
2363,11,82,7.0,Low,Low
2364,27,86,9.0,Medium,Medium
2365,16,66,9.0,High,High
2366,29,86,8.0,Low,Low
2367,17,67,10.0,Low,Medium
2368,10,90,8.0,High,Medium
2369,13,74,6.0,High,High
2370,27,88,8.0,Medium,Medium
2371,19,62,10.0,High,Medium
2372,17,76,5.0,High,Medium
2373,21,88,8.0,High,Low
2374,23,69,9.0,High,Low
2375,27,92,11.0,Medium,Medium
2376,29,85,10.0,High,Medium
2377,18,84,8.0,Medium,Medium
2378,12,74,9.0,High,Low
2379,18,79,5.0,High,Medium
2380,22,84,6.0,Low,High
2381,14,79,9.0,Medium,Medium
2382,14,88,8.0,Medium,Medium
2383,22,77,8.0,High,Low
2384,20,68,8.0,High,Low
2385,20,69,8.0,Medium,High
2386,15,60,8.0,Medium,Medium
2387,19,72,6.0,High,Medium
2388,14,90,,Medium,High
2389,25,92,,Low,High
2390,26,68,,Medium,High
2391,9,98,10.0,High,Medium
2392,14,80,8.0,High,Low
2393,11,97,,Medium,High
2394,16,88,8.0,Low,High
2395,19,89,7.0,Medium,Medium
2396,11,63,6.0,High,High
2397,14,69,7.0,Medium,Medium
2398,14,60,8.0,Medium,Medium
2399,21,89,9.0,Low,Low
2400,20,74,8.0,High,Medium
2401,16,91,9.0,Medium,Low
2402,21,74,6.0,Medium,Medium
2403,17,93,9.0,High,Medium
2404,18,65,6.0,High,Medium
2405,30,67,9.0,Medium,Medium
2406,28,74,9.0,Medium,High
2407,12,76,5.0,Medium,Low
2408,25,74,9.0,Low,High
2409,25,91,9.0,Low,Medium
2410,13,64,10.0,Medium,High
2411,25,74,7.0,Low,Medium
2412,29,93,8.0,High,High
2413,13,63,9.0,Low,Medium
2414,14,98,9.0,Medium,Medium
2415,26,99,9.0,Medium,Medium
2416,22,64,7.0,Medium,High
2417,23,72,9.0,Medium,High
2418,22,75,9.0,High,Medium
2419,22,91,8.0,Medium,Low
2420,12,84,7.0,High,High
2421,26,86,7.0,Medium,High
2422,27,90,10.0,Low,Medium
2423,19,65,9.0,Medium,High
2424,20,93,8.0,Medium,Low
2425,11,88,8.0,High,High
2426,23,83,5.0,High,High
2427,23,96,8.0,Low,Medium
2428,20,88,6.0,Low,Medium
2429,27,68,8.0,Medium,Medium
2430,18,77,10.0,High,Medium
2431,23,80,7.0,Low,High
2432,14,62,8.0,Medium,High
2433,20,98,9.0,Medium,Medium
2434,19,65,8.0,Medium,High
2435,21,88,7.0,Medium,Medium
2436,18,80,8.0,Medium,High
2437,19,61,9.0,Medium,High
2438,25,97,8.0,Low,High
2439,17,94,8.0,Low,Low
2440,10,81,10.0,Low,Medium
2441,30,69,9.0,Medium,Medium
2442,28,65,,Medium,Medium
2443,12,75,9.0,Medium,Medium
2444,24,70,9.0,Medium,High
2445,17,80,6.0,Medium,Medium
2446,22,99,5.0,Medium,Medium
2447,22,83,6.0,Medium,Medium
2448,19,96,8.0,Medium,Medium
2449,15,86,10.0,Low,Medium
2450,16,79,7.0,High,Low
2451,15,94,9.0,Low,Low
2452,15,79,5.0,High,Medium
2453,20,95,8.0,High,Low
2454,16,72,7.0,Medium,Low
2455,24,65,11.0,High,High
2456,29,94,5.0,Low,High
2457,17,83,8.0,Low,Medium
2458,21,96,5.0,Medium,Medium
2459,23,98,7.0,Medium,High
2460,23,62,5.0,Medium,Low
2461,20,80,11.0,Medium,Medium
2462,24,75,7.0,Low,Medium
2463,23,85,8.0,Medium,High
2464,13,92,8.0,Medium,High
2465,25,71,6.0,Medium,Medium
2466,25,82,10.0,High,Medium
2467,15,88,9.0,Medium,Medium
2468,20,65,9.0,Medium,High
2469,24,93,6.0,Medium,High
2470,19,84,10.0,High,Medium
2471,26,98,10.0,Low,High
2472,34,74,8.0,High,Low
2473,15,64,9.0,Medium,Medium
2474,12,80,8.0,Medium,Low
